id,person_id,role,character
ts22386,95173,ACTOR,Ruby Rose
ts22386,43008,ACTOR,Jaune Arc
ts22386,43014,ACTOR,Yang Xiao Long
ts22386,95174,ACTOR,Weiss Schnee
ts22386,43016,ACTOR,Blake Belladonna
ts22386,95175,ACTOR,Pyrrha Nikos
ts22386,235831,ACTOR,Nora Valkyrie
ts22386,590590,ACTOR,Ozpin
ts22386,42992,ACTOR,Sun Wukong
ts22386,29543,ACTOR,Bartholomew Oobleck
ts22386,182664,ACTOR,Peter Port
ts33329,274,ACTOR,Shido Itsuka (voice)
ts33329,39331,ACTOR,Tohka Yatogami (voice)
ts33329,144,ACTOR,Origami Tobiichi (voice)
ts33329,3597,ACTOR,Kotori Itsuka (voice)
ts33329,94143,ACTOR,Yoshino (voice)
ts33329,4727,ACTOR,Kurumi Tokisaki (voice)
ts33329,35877,ACTOR,Kaguya Yamai (voice)
ts33329,317752,ACTOR,Kuzuru Yamai (voice)
ts33329,4287,ACTOR,Miku Iyazoi (voice)
ts33329,247,ACTOR,Nia Honjō (voice)
ts33329,663001,ACTOR,Mukuro Hoshimiya (voice)
ts33329,103207,ACTOR,Reine  Murasame (voice)
ts33329,84497,ACTOR,Kyōhei Kannazuki (voice)
ts20683,88343,ACTOR,Shiroe
ts20683,275,ACTOR,Naotsugu
ts20683,209,ACTOR,Akatsuki
ts20683,60773,ACTOR,Nyanta
ts20683,96460,ACTOR,Tohya
ts20683,96461,ACTOR,Minori
ts20683,96462,ACTOR,Isuzu
ts41161,135,ACTOR,Yato (voice)
ts41161,35877,ACTOR,Hiyori Iki (voice)
ts41161,11283,ACTOR,Yukine (voice)
ts41161,452,ACTOR,Bishamon (voice)
ts41161,59886,ACTOR,Kofuku (voice)
ts41161,395,ACTOR,Kazuma (voice)
ts41161,145,ACTOR,Nora (voice)
ts41161,132,ACTOR,Daikoku (voice)
ts41161,330,ACTOR,Tenjin (voice)
ts20225,3983,ACTOR,Yona
ts20225,275,ACTOR,Son Hak
ts20225,275,ACTOR,Su-Won
ts20225,97168,ACTOR,Han Joo-Doh
ts20225,86777,ACTOR,Gi Gan
ts20225,97170,ACTOR,Son Mun-Deok
ts20225,315,ACTOR,Shin-ah
ts20225,208,ACTOR,Yūno
ts20225,58641,ACTOR,An Joon-Gi
ts20225,89894,ACTOR,Yu-Hon
ts20225,97177,ACTOR,Ik-Su
ts20225,97173,ACTOR,Min-Su
ts20225,97175,ACTOR,Tae-Wo
ts20225,87193,ACTOR,Tae-Yeon
ts20225,97174,ACTOR,Li Geun-Tae
ts20225,97178,ACTOR,Yuri
ts20225,97172,ACTOR,King il
ts20225,97176,ACTOR,Yan Kumji
ts20225,97171,ACTOR,Jeno
ts20225,30778,ACTOR,Jea-Ha
ts20225,96679,ACTOR,Jun
ts18865,340,ACTOR,Makoto Naegi (voice)
ts18865,3590,ACTOR,Kyoko Kirigiri (voice)
ts18865,57204,ACTOR,Ryota Mitarai
ts18865,30778,ACTOR,Juzo Sakakura
ts18865,3983,ACTOR,Aoi Asahina (voice)
ts18865,100886,ACTOR,Sonosuke Izayoi
ts18865,30768,ACTOR,Kyosuke Munakata
ts18865,379,ACTOR,Seiko Kimura
ts18865,145,ACTOR,Daisaku Bandai
ts18865,246,ACTOR,Chisa Yukizome
ts18865,136,ACTOR,Koichi Kizakura
ts18865,36375,ACTOR,Great Gozu
ts18865,85701,ACTOR,Kazuo Tengan
ts18865,207,ACTOR,Ruruka Ando
ts18865,452,ACTOR,Toko Fukawa
ts18865,85542,ACTOR,Monaka Towa
ts18865,58641,ACTOR,Byakuya Togami
ts18865,156370,ACTOR,Komaru Naegi
ts18865,136751,ACTOR,Monokuma
ts18865,904503,ACTOR,Monomi
ts18865,102209,ACTOR,Yasuhiro Hagakure
ts18865,228311,DIRECTOR,nan
ts18865,102370,DIRECTOR,nan
ts20252,85352,ACTOR,Arata Kasuga (voice)
ts20252,99810,ACTOR,Lilith Asami (voice)
ts20252,140,ACTOR,Levi Kazama (voice)
ts20252,92457,ACTOR,Sherlock Lieselotte (voice)
ts20252,339,ACTOR,Gakuenchou Biblia (voice)
ts20252,103556,ACTOR,Yui Kurata (voice)
ts20252,3590,ACTOR,Mira Yaman (voice)
ts20252,156370,ACTOR,Arin Kannazuki (voice)
ts20252,35986,ACTOR,Ilia (voice)
ts20252,57655,ACTOR,Akio Fudou (voice)
ts20252,94527,ACTOR,Selina Sherlock (voice)
ts20252,97890,ACTOR,Lugh (voice)
ts20252,104788,ACTOR,Hijiri Kasuga (voice)
ts20252,145,ACTOR,Sora (voice)
ts22426,85543,ACTOR,Tatsuya Shiba (voice)
ts22426,130,ACTOR,Miyuki Shiba (voice)
ts22426,276,ACTOR,Erika Chiba (voice)
ts22426,3596,ACTOR,Mizuki Shibata (voice)
ts22426,100911,ACTOR,Mikihiko Yoshida (voice)
ts22426,3736,ACTOR,Honoka Mitsui (voice)
ts22426,100887,ACTOR,Shizuku Kitayama (voice)
ts22426,11175,ACTOR,Mayumi Saegusa (voice)
ts22426,39331,ACTOR,Mari Watanabe (voice)
ts22426,30778,ACTOR,Katsuto Juumonji (voice)
ts22426,246,ACTOR,Suzune Ichihara
ts22426,94292,ACTOR,Hanzou Hattori
ts22426,85352,ACTOR,Masaki Ichijou
ts22426,11288,ACTOR,Sayaka Mibu
ts22426,99813,ACTOR,Shinkurou Kichijouji
ts22426,249,ACTOR,Takeaki Kirihara
ts22426,88343,ACTOR,Saijou Leonhart
ts22426,731068,ACTOR,Azusa Nakajou
ts22426,242303,ACTOR,Kousuke Yamanaka
ts35487,35877,ACTOR,Futaba Yoshioka (voice)
ts35487,11283,ACTOR,Kou Mabuchi (voice)
ts35487,208,ACTOR,Yuuri Makita (voice)
ts35487,97175,ACTOR,Aya Kominato (voice)
ts35487,97290,ACTOR,Shuuko Murao (voice)
ts35487,98423,ACTOR,Youichi Tanaka (voice)
ts4696,3978,ACTOR,Shirou Emiya (voice)
ts4696,39339,ACTOR,Rin Tohsaka (voice)
ts4696,30778,ACTOR,Archer (voice)
ts4696,60772,ACTOR,Saber (voice)
ts35492,105003,ACTOR,Fuu-chan
ts35492,96676,ACTOR,Tachibana Marika
ts35492,97290,ACTOR,Tsugumi Seishirou
ts35492,140,ACTOR,Onodera Haru
ts35492,99811,ACTOR,Paula McCoy
ts35492,12003,ACTOR,Raku Ichijou (voice)
ts35492,92457,ACTOR,Chitoge Kirisaki (voice)
ts35492,11175,ACTOR,Kosaki Onodera (voice)
ts35492,84497,ACTOR,Claude
ts35492,11283,ACTOR,Maiko Shuu
ts35492,276,ACTOR,Miyamoto Ruri
ts35492,785105,DIRECTOR,nan
ts35492,254366,DIRECTOR,nan
ts224178,30771,ACTOR,両儀式
ts224178,12360,ACTOR,黒桐幹也
ts224178,39337,ACTOR,蒼崎橙子
ts224178,121,ACTOR,浅上藤乃
ts224178,122,ACTOR,巫条霧絵
ts224178,100591,ACTOR,白純里緒
ts224178,60773,ACTOR,荒耶宗蓮
ts224178,314,ACTOR,黑桐鮮花
ts224178,100664,ACTOR,学人
ts33718,274,ACTOR,Haruka Nanase (voice)
ts33718,98423,ACTOR,Rei Ryugazaki (voice)
ts33718,450,ACTOR,Gou Matsuoka (voice)
ts33718,75908,ACTOR,Seijuro Mikoshiba (voice)
ts33718,85702,ACTOR,Rin Matsuoka (voice)
ts33718,92630,ACTOR,Gorou Sasabe (voice)
ts33718,85458,ACTOR,Makoto Tachibana (voice)
ts33718,434,ACTOR,Miho Amakata (voice)
ts33718,231245,ACTOR,Aiichiro Nitori (voice)
ts33718,94526,ACTOR,Sosuke Yamazaki (voice)
ts32818,395,ACTOR,Yuusha
ts32818,4309,ACTOR,Maō
ts32818,3983,ACTOR,Maid chief
ts32818,11288,ACTOR,Maid sister
ts32818,92457,ACTOR,Maid sister
ts32818,452,ACTOR,Woman knight
ts32818,94678,ACTOR,Butler
ts32818,103880,ACTOR,Female witch
ts32818,88343,ACTOR,Merchant child
ts32818,11283,ACTOR,Aristocratic child
ts32818,85458,ACTOR,Military children
ts32818,22305,ACTOR,Old wise man
ts32818,97330,ACTOR,Muma tsugumi
ts32818,112298,ACTOR,Myōjō hibari
ts32818,30768,ACTOR,Tōjaku-ō
ts32818,183305,ACTOR,General
ts32818,715515,ACTOR,Subordinate
ts32818,254937,DIRECTOR,nan
ts20201,96461,ACTOR,Chika Amatori (voice)
ts20201,85543,ACTOR,Yuuichi Jin (voice)
ts20201,208805,ACTOR,Yuuma Kuga (voice)
ts20201,11283,ACTOR,Osamu Mikumo (voice)
ts20201,98479,ACTOR,Replica (voice)
ts20709,360451,ACTOR,nan
ts20240,834629,ACTOR,Glenda (voice)
ts20240,1265043,ACTOR,Kasugaya Shizuri Castiella (voice)
ts20240,10870,ACTOR,Kanon Kanase (voice)
ts20240,92457,ACTOR,Yume Eguchi (voice)
ts20240,97974,ACTOR,Avrora Florestina (voice)
ts20240,85459,ACTOR,Lydianne Didier (voice)
ts20240,4575,ACTOR,Natsuki Minamiya (voice)
ts20240,4278,ACTOR,Motoki Yaze (voice)
ts20240,94526,ACTOR,Kojou Akatsuki (voice)
ts20240,137,ACTOR,Yukina Himeragi (voice)
ts20240,96758,ACTOR,Asagi Aiba (voice)
ts20240,4604,ACTOR,Astarte (voice)
ts20240,104827,ACTOR,La Folia Rihavein (voice)
ts20240,105263,ACTOR,Yuiri Haba (voice)
ts20240,653165,ACTOR,Shio Hikawa (voice)
ts20240,35875,ACTOR,Kiriha Kisaki (voice)
ts20240,57865,ACTOR,Nagisa Akatsuki (voice)
ts20240,211,ACTOR,Sayaka Kirasaka (voice)
ts33317,90689,ACTOR,Ledo
ts33317,4575,ACTOR,Amy
ts33317,208,ACTOR,Grace
ts33317,96676,ACTOR,Melty
ts33317,382,ACTOR,Pinion
ts33317,10869,ACTOR,Ridget
ts33317,249,ACTOR,Chamber
ts33317,208,ACTOR,Saaya
ts33317,39335,ACTOR,Bellows
ts44298,96676,ACTOR,Komari Koshigaya (voice)
ts44298,105003,ACTOR,Renge Miyauchi (voice)
ts44298,103556,ACTOR,Hotaru Ichijou (voice)
ts44298,140,ACTOR,Natsumi Koshigaya (voice)
ts44298,4607,ACTOR,Kaede Kagayama (voice)
ts44298,3984,ACTOR,Kazuho Miyauchi (voice)
ts44298,103880,ACTOR,Hikage Miyauchi (voice)
ts44298,451,ACTOR,Konomi Fujimiya (voice)
ts20226,731349,ACTOR,Irisu Makina
ts20226,138,ACTOR,Kazami Yuuji
ts20226,102424,ACTOR,Komine Sachi
ts20226,4308,ACTOR,Matsushima Michiru
ts20226,653495,ACTOR,Kusakabe Asako
ts20226,303318,ACTOR,Heath Oslo
ts56820,249966,ACTOR,Yuna Yuki (Voice)
ts56820,249758,ACTOR,Mimori Togo (Voice)
ts56820,276,ACTOR,Fu Inubozaki (Voice)
ts56820,40659,ACTOR,Itsuki Inubozaki (Voice)
ts56820,100909,ACTOR,Karin Miyoshi (Voice)
ts20219,58641,ACTOR,Joseph
ts20219,90689,ACTOR,Marcos E.Garcia
ts20219,132,ACTOR,Keiji Onizuka
ts20219,94526,ACTOR,Akari Hizamaru
ts20219,47020,ACTOR,Ivan Perepelkina
ts20219,28180,ACTOR,Sylvester Asimov
ts20219,39335,ACTOR,Michelle K.Davis
ts20219,1493636,ACTOR,Hong (voice)
ts20219,169,ACTOR,Kanako Sanjyo
ts20219,127119,ACTOR,Shokichi Komachi
ts20219,463592,ACTOR,Liu Yiwu
ts20219,378,ACTOR,Adolf Reinhard
ts20219,249,ACTOR,Ichiro Hiruma
ts20219,97293,ACTOR,Bao Zhilan
ts20219,834293,ACTOR,Jet
ts20219,58716,ACTOR,Borgijin Dorjiberke
ts20219,59886,ACTOR,Yaeko Yanagisawa
ts20219,99451,ACTOR,Alexandru Asimov
ts20219,10869,ACTOR,Xi Chun-Li
ts20807,4278,ACTOR,Eijun Sawamura (voice) (Main Character)
ts20807,274,ACTOR,Satoru Furuya (voice) (Main Character)
ts20807,138,ACTOR,Kazuya Miyuki (voice) (Main Character)
ts20807,22310,ACTOR,Haruichi Kominato (voice) (Main Character)
ts20807,12397,ACTOR,Yōichi Kuramochi (voice)
ts20807,11998,ACTOR,Hirofumi Asada (voice)
ts20807,100745,ACTOR,Kōshū Okumura (voice)
ts20807,97892,ACTOR,Yūki Masashi (voice)
ts20807,96460,ACTOR,Takuma Seto (voice)
ts20807,99813,ACTOR,Kaoru Yui (voice)
ts20778,104098,ACTOR,Nike Remercier
ts20778,103209,ACTOR,Livius Orvinus Ifrikia (young)
ts20778,249,ACTOR,Neil
ts20778,96955,ACTOR,Tohara
ts20778,380,ACTOR,Mira Remercier
ts20778,274,ACTOR,Livius Orvinus Ifrikia (old)
ts20778,104101,DIRECTOR,nan
ts44098,47019,ACTOR,Yûya Sakaki
ts44098,94526,ACTOR,Reiji Akaba
ts44098,99907,ACTOR,Yuzu Hiiragi
ts44098,183475,DIRECTOR,nan
ts37196,1178568,ACTOR,Kamiki Sekai (voice)
ts37196,100745,ACTOR,Kousaka Yuuma (voice)
ts37196,104749,ACTOR,Hoshino Fumina (voice)
ts37196,92704,ACTOR,Sazaki Kaoruko (voice)
ts37196,103207,ACTOR,Mirai Kamiki (voice)
ts22417,130,ACTOR,Yui Kusanagi
ts22417,133,ACTOR,Apollon Agana Belea
ts22417,132,ACTOR,Hades Aidoneus
ts22417,131,ACTOR,Takeru Totsuka
ts22417,826547,ACTOR,Tsukito Totsuka
ts22417,135,ACTOR,Balder Hringhorni
ts22417,370078,DIRECTOR,nan
ts20227,11377,ACTOR,Yu Narukami
ts20227,30774,ACTOR,Yosuke Hanamura
ts20227,5173,ACTOR,Chie Satonaka
ts20227,4309,ACTOR,Yukiko Amagi
ts20227,462,ACTOR,Kanji Tatsumi
ts20227,145,ACTOR,Rise Kujikawa
ts20227,58215,ACTOR,Kuma
ts20227,388,ACTOR,Naoto Shirogane
ts20227,11175,ACTOR,Marie
ts20227,160098,ACTOR,Toru Adachi
ts20227,28180,ACTOR,Ryotaro Dojima
ts20227,12359,ACTOR,Nanako Dojima
ts20227,121737,ACTOR,Igor
ts20227,10869,ACTOR,Margaret
ts20227,207914,DIRECTOR,nan
ts33694,208,ACTOR,Ai Fuyumi (voice)
ts33694,106872,ACTOR,Masuzu Natsukawa (voice)
ts33694,35986,ACTOR,Chiwa Harusaki (voice)
ts33694,11255,ACTOR,Eita Kidou (voice)
ts33694,4575,ACTOR,Himeka Akishino (voice)
ts33694,3984,ACTOR,Kiryuu Saeko
ts33694,92457,ACTOR,Natsukawa Mana
ts36927,39339,ACTOR,Rin Tohsaka (voice)
ts36927,3984,ACTOR,Miyu Edelfelt (voice)
ts36927,3991,ACTOR,Illyasviel von Einzbern (voice)
ts36927,3994,ACTOR,Magical Sapphire (voice)
ts36927,3976,ACTOR,Magical Ruby (voice)
ts36927,3978,ACTOR,Shirou Emiya (voice)
ts36927,39335,ACTOR,Luviagelita Edelfelt (voice)
ts20063,22310,ACTOR,Inaho Kaizuka
ts20063,47019,ACTOR,Slaine Troyard
ts20063,3736,ACTOR,Asseylum Vers Allusia
ts20063,97290,ACTOR,Inko Amifumi
ts20063,10869,ACTOR,Yuki Kaizuka
ts20063,100883,ACTOR,Rayet Areash
ts20063,36373,ACTOR,Koichiro Marito
ts20063,208,ACTOR,Darzana Magbaredge
ts20063,330,ACTOR,Saazbaum
ts20063,60813,ACTOR,Cruhteo
ts20063,207,ACTOR,Eddelrittuo
ts20063,100744,ACTOR,Lemrina Vers Allusia
ts20063,35882,ACTOR,Kaoru Mizusaki
ts20063,90688,ACTOR,Shigou Kakei
ts20063,98423,ACTOR,Harklight
ts20063,137930,ACTOR,Calm Craftman
ts20063,296871,ACTOR,Rayregalia Vers Rayvers
ts20063,97287,ACTOR,Nina Klein
ts20063,35876,ACTOR,Vlad
ts20063,157548,ACTOR,Kisaki Matsuribi
ts20063,57656,ACTOR,Soma Yagarai
ts20063,115686,ACTOR,Yuutarou Tsumugi
ts20063,112296,ACTOR,"Okisuke ""Okojo"" Mikuni"
ts20063,7083,ACTOR,Femieanne
ts20063,138,ACTOR,Trillam
ts33840,208,ACTOR,Hiradaira Chisaki
ts33840,11175,ACTOR,Mukaido Manaka
ts33840,97290,ACTOR,Shiodome Miuna
ts33840,97974,ACTOR,Hisanuma Sayu
ts33840,22310,ACTOR,Sakishima Hikari
ts33840,3984,ACTOR,Sakishima Akari
ts33840,4278,ACTOR,Isaki Kaname
ts33840,90689,ACTOR,Kihara Tsumugu
ts33840,103777,ACTOR,Kihara Isamu
ts33840,452666,ACTOR,Sakishima Tomoru
ts20306,39330,ACTOR,Keiichirō Tokugawa
ts20306,60772,ACTOR,Kiriko Hattori
ts20306,106872,ACTOR,Chiharu
ts20306,103451,ACTOR,Hyakusuke
ts20306,452,ACTOR,Hōkōin
ts20306,84497,ACTOR,Hideyoshi Hitotsubashi
ts20306,57184,DIRECTOR,nan
ts20206,100886,ACTOR,Ryouma Ichijou (voice)
ts20206,158407,ACTOR,Shougo Sena (voice)
ts20206,98423,ACTOR,Rei Sagara (voice)
ts20206,416,ACTOR,Izumi Sena (voice)
ts20206,147254,DIRECTOR,nan
ts34755,35877,ACTOR,Hajime Ichinose (voice)
ts34755,4278,ACTOR,Sugane Tachibana (voice)
ts34755,105002,ACTOR,O.D. (voice)
ts34755,11377,ACTOR,Jou Hibiki (voice)
ts34755,105003,ACTOR,Utsu-tsu Miya (voice)
ts34755,85542,ACTOR,Paiman (voice)
ts34755,99813,ACTOR,Rui Ninomiya / LOAD (voice)
ts34755,104071,ACTOR,President X (voice)
ts34755,85702,ACTOR,Berg Katze (voice)
ts23262,140,ACTOR,Cocoa Hoto
ts23262,207,ACTOR,Chino Kafuu
ts23262,137,ACTOR,Rize Tedeza
ts23262,35877,ACTOR,Sharo Kirima
ts23262,3596,ACTOR,Chiya Ujimatsu
ts23262,60813,ACTOR,Chino's Father
ts23262,100897,ACTOR,Maya Jouga
ts23262,130,ACTOR,Aoyama Blue Mountain
ts23262,103556,ACTOR,Megumi Natsu
ts23262,103777,ACTOR,Tippy
ts20222,12360,ACTOR,Hajime Tsunashi (voice)
ts20222,106872,ACTOR,Kaoru Tsunashi (voice)
ts22348,97293,ACTOR,Jūgo Yama
ts22348,117009,ACTOR,Nanana Ryūgajō
ts22348,11175,ACTOR,Daruku Hoshino
ts22348,100138,ACTOR,Isshin Yuiga
ts22348,96676,ACTOR,Tensai Ikkyū
ts43922,96758,ACTOR,Ayaka Kagari
ts43922,11256,ACTOR,Honoka Takamiya
ts43922,924744,ACTOR,Koharu
ts43922,924701,ACTOR,Mai
ts43922,924839,ACTOR,Mii
ts43922,208,ACTOR,Kasumi Takamiya
ts43922,273724,ACTOR,Tanpopo Kuraishi
ts43922,60774,ACTOR,Rinon Otometachibana
ts43922,774402,ACTOR,Yoshiko Tanuma
ts43922,145,ACTOR,Chronoire Schwarz VI
ts43922,10869,ACTOR,Kazane Kagari
ts43922,253795,ACTOR,Rin Kazari
ts43922,789358,ACTOR,Obama
ts43922,121,ACTOR,Evermilion
ts43922,893166,ACTOR,Kotetsu Katsura
ts43922,104351,ACTOR,Ai
ts43922,96676,ACTOR,Touko Hio
ts43922,271003,ACTOR,Kanae Hoodzuki
ts43922,104827,ACTOR,King
ts43922,211,ACTOR,Atori Kuramine
ts43922,101584,ACTOR,Laurent
ts43922,97287,ACTOR,Maid
ts43922,452,ACTOR,Medusa
ts43922,183303,ACTOR,Mei Menowa
ts43922,100138,ACTOR,Kyouichirou Mikage
ts43922,830233,ACTOR,Natsume Mikage
ts43922,100884,ACTOR,Ofuku
ts43922,94840,ACTOR,Kaichou Seito
ts43922,60772,ACTOR,Komachi Takamiya
ts43922,100744,ACTOR,Kanna Utsugi
ts43922,96063,ACTOR,Wani Shinshi
ts43922,85542,ACTOR,Weekend
ts55080,97171,ACTOR,Toshinari Seki (voice)
ts55080,11175,ACTOR,Rumi Yokoi (voice)
ts55080,87193,ACTOR,Tomoka Hashino (voice)
