id,person_id,role,character
ts35275,96475,ACTOR,Steven A. Starphase
ts36073,115686,ACTOR,Adlet
ts36073,396,ACTOR,Flamie
ts36073,12360,ACTOR,Hans
ts36073,4607,ACTOR,Maura
ts36073,97287,ACTOR,Chamot
ts36073,12003,ACTOR,Goldov
ts36073,3590,ACTOR,Nachetanya
ts41489,1114854,ACTOR,冯宝宝
ts42043,157548,ACTOR,Rei Kiriyama (voice)
ts41487,397340,ACTOR,Avilio Bruno / Angelo Laguza
ts41487,100886,ACTOR,Nero Vanetti
ts41487,132,ACTOR,Vanno Clemente
ts41487,43856,ACTOR,Vincente Vanetti
ts41487,12405,ACTOR,Tigre
ts41487,75908,ACTOR,Fango
ts41487,741434,ACTOR,Frate Vanetti
ts41487,452666,ACTOR,Ganzo Alary
ts41487,115686,ACTOR,Corteo
ts41487,138,ACTOR,Barbero
ts41487,85543,ACTOR,Ronaldo
ts41487,1172769,ACTOR,Fio Vanetti
ts41487,653165,ACTOR,Luce Lagusa
ts41487,97729,ACTOR,Orco
ts41487,1199593,ACTOR,Testa Lagusa
ts41487,296797,ACTOR,Elena Lagusa (voice)
ts35577,99728,ACTOR,Lenka Utsugi (voice)
ts35577,10869,ACTOR,Sakuya Tachibana (voice)
ts35577,11414,ACTOR,Kouta Fujiki (voice)
ts35577,30771,ACTOR,Alisa Ilyinichna Omela (voice)
ts35577,36373,ACTOR,Soma Schiksal (voice)
ts35577,60138,ACTOR,Rindou Amamiya (voice)
ts38756,35982,ACTOR,Adashino Benio
ts38756,22310,ACTOR,Enmadou Rokuro
ts38756,30778,ACTOR,Amawaka Seigen
ts38756,99813,ACTOR,Ijika Yuuto
ts38756,90689,ACTOR,Ikaruga Shimon
ts38756,57656,ACTOR,Inanaki Arata
ts38756,102490,ACTOR,Ioroi Narumi
ts38756,730549,ACTOR,Kaibara Haruka
ts38756,263220,ACTOR,Kasukami Cordelia
ts38756,395,ACTOR,Kinako
ts35457,100886,ACTOR,Takeo Gouda (voice)
ts35457,35982,ACTOR,Rinko Yamato (voice)
ts35457,274,ACTOR,"Makoto ""Suna"" Sunakawa (voice)"
ts55531,85352,ACTOR,Aki Tomoya (voice)
ts55531,208,ACTOR,Utaha Kasumigaoka (voice)
ts36812,11283,ACTOR,Eren Yeager (voice)
ts36812,86694,ACTOR,Mikasa Ackerman (voice)
ts36812,39331,ACTOR,Armin Arlert (voice)
ts36812,135,ACTOR,Levi (voice)
ts36812,375,ACTOR,Sasha Blouse (voice)
ts36812,388,ACTOR,Hange Zoë (voice)
ts36812,453970,ACTOR,Jean Kirstein (voice)
ts36812,97171,ACTOR,Connie Springer (voice)
ts36812,103889,ACTOR,Krista Lenz (voice)
ts36812,94526,ACTOR,Reiner Braun (voice)
ts36812,379,ACTOR,Ymir (voice)
ts36812,274558,ACTOR,Bertolt Hoover (voice)
ts36812,4278,ACTOR,Marco Bodt (voice)
ts36812,1192039,ACTOR,Franz (voice)
ts36812,57659,ACTOR,Oluo Bozado (voice)
ts36812,3731,ACTOR,Petra Rall (voice)
ts36812,136,ACTOR,Hannes (voice)
ts36812,1190591,ACTOR,Rico Brzenska (voice)
ts36812,42369,ACTOR,Eld Jinn (voice)
ts36812,730279,ACTOR,Gunther Schultz (voice)
ts36812,169508,ACTOR,Ilse Langnar (voice)
ts36812,827430,ACTOR,Hannah Diamant (voice)
ts36812,174114,ACTOR,Moblit Berner (voice)
ts36812,103559,ACTOR,Mina Carolina (voice)
ts36812,132,ACTOR,Erwin Smith (voice)
ts36812,590610,DIRECTOR,nan
ts38707,605152,ACTOR,Reiji Mitsurugi (voice)
ts38707,11283,ACTOR,Ryuuichi Naruhodou (voice)
ts38707,396,ACTOR,Mayoi Ayasato (voice)
ts38707,175480,ACTOR,Mei Karuma (voice)
ts38707,348,ACTOR,Gou Karuma (voice)
ts38707,262119,ACTOR,Judge (voice)
ts38707,57417,ACTOR,Chihiro Ayasato (voice)
ts38707,71158,ACTOR,Keisuke Itonokogiri (voice)
ts38707,99451,ACTOR,Masashi Yahari (voice)
ts38707,60138,ACTOR,Godot (voice)
ts38707,4607,ACTOR,Ayame / Chinami Miyanagi (voice)
ts41846,90688,ACTOR,Hiroto Suwa (voice)
ts41846,11175,ACTOR,Naho Takamiya (voice)
ts41846,730209,ACTOR,Kakeru Naruse (voice)
ts41846,100138,ACTOR,Saku Hagita (voice)
ts41846,97178,ACTOR,Azusa Murasaka (voice)
ts41846,790379,ACTOR,Takako Chino (voice)
ts42211,97171,ACTOR,Haruhiko Ichijo
ts42211,97893,ACTOR,Mai Kawakami
ts42211,130,ACTOR,Reina Izumi
ts42211,97299,ACTOR,Ruru
ts42211,35877,ACTOR,Koito Minase
ts42211,85459,ACTOR,Kurumi Kumamakura
ts42211,86149,ACTOR,Arisu Himeno
ts42211,11414,ACTOR,Shosuke Morohashi
ts42211,35163,ACTOR,Marchosias
ts42211,873697,ACTOR,Demonic Phantom
ts35988,130,ACTOR,Shirayuki (voice)
ts35988,4278,ACTOR,Zen Wistaria (voice)
ts35988,315,ACTOR,Obi (voice)
ts35988,97304,ACTOR,Mitsuhide Roen (voice)
ts35988,131,ACTOR,Mihaya (voice)
ts35988,395,ACTOR,Raji Shenazard (voice)
ts35988,58641,ACTOR,Izana Wistaria (voice)
ts53038,103220,ACTOR,Senpai
ts53038,741010,ACTOR,Ai-chan
ts53038,3737,ACTOR,Onii-san
ts53038,208,ACTOR,Kouhai-chan
ts43171,110613,ACTOR,Lupin III
ts43171,26764,ACTOR,Jigen Daisuke
ts35459,40659,ACTOR,Kumiko Oumae (voice)
ts35459,273,ACTOR,Asuka Tanaka (voice)
ts35459,183304,ACTOR,Hazuki Katou (voice)
ts35459,103559,ACTOR,Reina Kousaka (voice)
ts35459,138,ACTOR,Noboru Taki (voice)
ts35459,104826,ACTOR,Sapphire 'Midori' Kawashima (voice)
ts35459,831304,ACTOR,Shuuichi Tsukamoto (voice)
ts35459,1003222,ACTOR,Natsuki Nakagawa (voice)
ts35459,100912,ACTOR,Yuuko Yoshikawa (voice)
ts35459,75908,ACTOR,Takuya Gotou (voice)
ts35459,994965,ACTOR,Riko Nagase (voice)
ts35459,325404,ACTOR,Mizore Yoroizuka (voice)
ts35459,92457,ACTOR,Nozomi Kasaki (voice)
ts35459,130,ACTOR,Haruka Ogasawara (voice)
ts35459,4287,ACTOR,Kaori Nakaseko (voice)
ts35459,3590,ACTOR,Aoi Saitou (voice)
ts41280,35988,ACTOR,Hinata Hajime & Kamukara Izuru
ts41280,11175,ACTOR,Nanami Chiaki
ts41280,246,ACTOR,Chisa Yukizome
ts41280,313,ACTOR,Enoshima Junko
ts41280,57204,ACTOR,Mitarai Ryouta
ts41280,30768,ACTOR,Kyousuke Munakata
ts41280,136,ACTOR,Kouichi Kizakura
ts41280,208,ACTOR,Mikan Tsumiki
ts41280,452,ACTOR,Fukawa Touko
ts41280,11406,ACTOR,Fuyuhiko Kuzuryuu
ts41280,92708,ACTOR,Peko Pekoyama
ts41280,35876,ACTOR,Nekomaru Nidai
ts41280,388,ACTOR,Akane Owari
ts41280,94526,ACTOR,Kazuichi Souda
ts41280,249,ACTOR,Tanaka Gundam
ts41280,4309,ACTOR,Ibuki Mioda
ts41280,249758,ACTOR,Hiyoko Saionji
ts41280,106075,ACTOR,Sonia Nevermind
ts41280,395,ACTOR,Teruteru Hanamura
ts41280,375,ACTOR,Mahiru Koizumi
ts41280,102370,DIRECTOR,nan
ts32669,47020,ACTOR,Arashi Mikami
ts32669,727586,ACTOR,Mikoto Kiba
ts32669,87194,ACTOR,Sayo Hitsugi
ts32669,174284,ACTOR,Yuuko Sagiri
ts32669,348219,ACTOR,Oriha Nashida
ts32669,97298,ACTOR,Youko Komine
ts32669,94291,ACTOR,Miki Tsurugi
ts32669,2184725,ACTOR,Ryuu Mochizuki
ts32669,157027,ACTOR,Masamune Mochizuki
ts32669,11413,ACTOR,Fiona Ran Winchester
ts32669,339,ACTOR,Shinichirou Inunaki
ts32669,97894,ACTOR,Hinako Kominato
ts32669,274111,ACTOR,Isoroku Tatara
ts32669,1881955,ACTOR,Konomi Suzue
ts32669,12410,ACTOR,Makoto Ogawa
ts32669,57655,ACTOR,Chikage Hizaki
ts32669,94143,ACTOR,Haron Mikazuki
ts32669,997963,ACTOR,Sumire Mikazuki
ts32669,169508,ACTOR,Goryuu
ts32669,670929,ACTOR,Siren
ts32669,263220,ACTOR,Kaoru Murasaki
ts32669,1957401,ACTOR,Kaori Murasaki
ts32669,99697,ACTOR,Yuu Momokino
ts32669,646608,ACTOR,Hideo Aranami
ts32669,716304,ACTOR,Jin Masaki
ts32669,348215,ACTOR,Kaname Makiishi
ts32669,183304,ACTOR,Fujino's Daughter
ts32669,100888,ACTOR,Kominato's Father
ts32669,408399,DIRECTOR,nan
ts42124,47019,ACTOR,Arata Kaizaki (Voice)
ts42124,208,ACTOR,Chizuru Hishiro (Voice)
ts42124,94292,ACTOR,Ryou Yoake (Voice)
ts42124,11288,ACTOR,Rena Kariu (Voice)
ts42124,35990,ACTOR,An Onoya (Voice)
ts42124,100745,ACTOR,Kazuomi Ooga (Voice)
ts38724,1203977,ACTOR,Kowata Akane (voice)
ts38724,658420,ACTOR,Kowata Makoto (voice)
ts38724,102943,ACTOR,Kuramoto Chinatsu (voice)
ts38724,748166,ACTOR,Kuramoto Kei (voice)
ts38724,206,ACTOR,Al (voice)
ts38724,208,ACTOR,Chito (voice)
ts38724,4575,ACTOR,Chito (voice)
ts38724,4575,ACTOR,Hina (voice)
ts38724,807508,ACTOR,Inukai (voice)
ts38724,103889,ACTOR,Ishiwatari Nao (voice)
ts38724,140,ACTOR,Kenny (voice)
ts38724,601192,DIRECTOR,nan
ts42629,3597,ACTOR,Hotaru Shidare (voice)
ts42629,99811,ACTOR,Saya Endou (voice)
ts42629,106871,ACTOR,Kokonotsu Shikada (voice)
ts42629,136,ACTOR,You Shikada / Yukichi Fukuzawa / Fue Gum-senpai (voice)
ts42629,158625,ACTOR,Tamako Tamai / Nakano (voice)
ts42629,85458,ACTOR,Kinako-bou / Tou Endou (voice)
ts42102,57865,ACTOR,Ako Tamaki (Ako [Game Name]) (Main Character)
ts42102,131,ACTOR,Hideki Nishimura (Rusian [Game Name]) (Main Character)
ts42102,207,ACTOR,Akane Segawa (Schwein [Game Name]) (Main Character)
ts42102,97298,ACTOR,Kyou Goshouin (Apricot [Game Name]) (Main Character)
ts42102,1026241,ACTOR,Nanako Akiyama (Sette [Game Name])
ts42102,100748,ACTOR,Yui Saitou (Nekohime [Game Name])
ts42102,730209,ACTOR,Cloud
ts42102,378,ACTOR,Black Magician
ts42102,4284,ACTOR,Ako's mother
ts42102,157494,ACTOR,Batz
ts51384,589639,ACTOR,Nozomi Kaminashi (voice)
ts51384,104098,ACTOR,Hanabi Kawai (voice)
ts51384,97298,ACTOR,Sayaka Miyata (voice)
ts51384,104827,ACTOR,Non Toyoguchi (voice)
ts51384,653165,ACTOR,Kazane Aoba (voice)
ts55377,35990,ACTOR,Ooka Ootori (Main Character)
ts55377,87194,ACTOR,Ikaruga Suginami (Main Character)
ts55377,112298,ACTOR,Usagi Saionji (Main Character)
ts55377,94526,ACTOR,Takeru Kusanagi (Main Character)
ts55377,94143,ACTOR,Lapis Lazuli (Main Character)
ts55377,10870,ACTOR,Mari Nikaido (Main Character)
ts55377,719018,ACTOR,Nacht
ts55377,103559,ACTOR,Kiseki Kusanagi
ts55377,60773,ACTOR,Vlad
ts55377,75908,ACTOR,Hayato Kurogane
ts55377,378,ACTOR,Haunted
ts55377,729839,ACTOR,Nagaru Hoshijiro
ts55377,339,ACTOR,Sougetsu Ootori
ts35355,39331,ACTOR,Yūta Iridatsu
ts35355,3736,ACTOR,Mikatan Narugino
ts35355,273,ACTOR,Ito Hikiotani
ts35355,145,ACTOR,Meika Daihatsu
ts35355,11288,ACTOR,Rabura Chichibu
ts35355,264676,ACTOR,Chiranosuke
ts35355,754455,ACTOR,Muhi
ts35355,96681,ACTOR,Pine
ts35355,103557,ACTOR,Akina Iridatsu
ts35355,241724,ACTOR,Chihaya Tomoda
ts35355,47020,ACTOR,Ryuuto Teraoka
ts35355,874246,ACTOR,Cheermancy doctor
ts35355,874244,ACTOR,Police Officer B
ts35355,874243,ACTOR,Criminal
ts35355,874221,ACTOR,Moena
ts35355,874228,ACTOR,Meiko Iji
ts35355,874235,ACTOR,Glize
ts35355,874236,ACTOR,Captain
ts35355,874239,ACTOR,Criminal
ts35355,874240,ACTOR,Police Officer A
ts35355,874229,ACTOR,W 2
ts35355,874248,ACTOR,Randou Chichibu
ts35355,86778,ACTOR,Qmei Tsubouchi
ts35355,296798,ACTOR,Rich Guy
ts35355,98377,ACTOR,Tenga Daihatsu
ts35355,730924,ACTOR,Rumi
ts35355,874247,ACTOR,Soldier 1
ts35355,97170,ACTOR,Colonel
ts35355,874250,ACTOR,Staff
ts35355,873999,ACTOR,Evaluator
ts35355,39913,ACTOR,Manbu Ishigata
ts35355,345541,ACTOR,announcer
ts35355,57654,ACTOR,W 1
ts35355,874249,ACTOR,Reporter
ts51387,375,ACTOR,Serinuma Kae
ts51387,97293,ACTOR,Igarashi Yuusuke
ts51387,200593,ACTOR,Nanashima Nozomu
ts51387,85352,ACTOR,Shinomiya Hayato
ts51387,274,ACTOR,Mutsumi Asuma
ts51387,123,ACTOR,Serinuma Takurou
ts51387,452,ACTOR,Nishina Shima
ts38748,1470306,ACTOR,Daisy
ts38748,578348,ACTOR,Ayahito Sundan
ts38748,381,ACTOR,Benkei Narukami
ts38748,97299,ACTOR,Iyo
ts38748,85459,ACTOR,Sena Hoshimiya
ts38748,143,ACTOR,Yoshitsune Hiiragi
ts38748,39915,ACTOR,Abraham Louis Fran
ts38748,103889,ACTOR,Rin Kurenai
ts38748,88330,ACTOR,Eiji Hoshimiya
ts38748,303318,ACTOR,Gennai Hoshimiya
ts38748,130,ACTOR,Mari Kunou
ts38748,329,ACTOR,Lauryn Wright
ts38748,86780,ACTOR,Kagekiyo Tairano
ts38748,36377,ACTOR,Kokudo Soumoku
ts43073,1443799,ACTOR,Yotaro
ts43073,113721,ACTOR,Konatsu
ts43073,165747,ACTOR,Kikuhiko/Yakumo (VIII)
ts43073,142373,ACTOR,Miyokichi
ts43073,617865,ACTOR,Hatsutaro/Sukeroku
ts42206,103559,ACTOR,Chigusa Asuha
ts42206,97890,ACTOR,Rindou Hotaru
ts42206,115686,ACTOR,Suzaku Ichiya
ts42206,396,ACTOR,Tenkawa Maihime
ts42206,86694,ACTOR,Utara Canaria
ts42206,60138,ACTOR,Asanagi Gutoku
ts42206,3736,ACTOR,Yaegaki Aoi
ts42206,121,ACTOR,Yuunami Airi
ts42206,100745,ACTOR,Chigusa Kasumi
ts42206,198607,DIRECTOR,nan
ts55543,139,DIRECTOR,nan
ts38723,100911,ACTOR,Ayato Amagiri (voice)
ts38723,97287,ACTOR,Julis-Alexia von Riessfeld (voice)
ts38723,92457,ACTOR,Claudia Enfield (voice)
ts38723,273724,ACTOR,Saya Sasamiya (voice)
ts38723,206,ACTOR,Kirin Toudou (voice)
ts38723,100745,ACTOR,Eishiro Yabuki (voice)
ts38723,394746,DIRECTOR,nan
ts38723,394744,DIRECTOR,nan
ts38720,11283,ACTOR,Katsuhira Agata (voice)
ts38720,741434,ACTOR,Yoshiharu Hisomu (voice)
ts38720,4607,ACTOR,Honoka Maki (voice)
ts38720,85459,ACTOR,Niko Niiyama (voice)
ts38720,250599,ACTOR,Noriko Sonozaki (voice)
ts38720,103485,ACTOR,Chidori Takashiro (voice)
ts38720,275,ACTOR,Hajime Tenga (voice)
ts38720,274,ACTOR,Tsuguhito Yuta (voice)
ts38720,506359,DIRECTOR,nan
ts42262,278453,ACTOR,Tsumugi Inuzuka
ts42262,130,ACTOR,Kotori Iida
ts42262,85543,ACTOR,Kouhei Inuzuka
ts42262,278445,ACTOR,Chiyo
ts42262,4602,ACTOR,Megumi Iida
ts42262,208,ACTOR,Tae Inuzuka
ts42262,278451,ACTOR,Hana
ts42262,1246421,ACTOR,Inuzuka's older brother (ep 4)
ts42262,1246421,ACTOR,Shinobu's younger brother (ep 6)
ts42262,1898251,ACTOR,Yuuka
ts42262,11288,ACTOR,Shinobu Kojika
ts42262,1074789,ACTOR,Mikio
ts42262,462,ACTOR,Yuusuke Yagi
ts42262,1242632,ACTOR,Kindergarten teacher
ts42980,305158,ACTOR,Marai Heisenberg
ts42980,182726,ACTOR,Katia Waldheim
ts42980,100748,ACTOR,Lise Hohenstein
ts42980,12360,ACTOR,Theodor Eberbach
ts42980,103559,ACTOR,Anett Hosenfeld
ts42980,106054,ACTOR,Inghild Bronikowski
ts42980,209,ACTOR,Pham Thi Lan
ts42980,36375,ACTOR,Walther Kruger
ts42980,35984,ACTOR,Sylwia Krzasinska
ts42980,345,ACTOR,Heinze Axmann
ts42980,99811,ACTOR,Circe Steinhoff
ts42980,106872,ACTOR,Beatrix Brehme
ts42980,263220,ACTOR,Gretel Jeckeln
ts42980,97895,ACTOR,Irisdina Bernhard
ts35466,4278,ACTOR,Ryū Yamada (voice)
ts35466,130,ACTOR,Urara Shiraishi (voice)
ts35466,4276,ACTOR,Nene Odagiri (voice)
ts35466,104749,ACTOR,Meiko Ōtsuka (voice)
ts35466,99259,ACTOR,Maria Sarashima (voice)
ts35466,396,ACTOR,Noa Takigawa (voice)
ts35466,11175,ACTOR,Mikoto Asuka (voice)
ts35466,654007,ACTOR,Rika Saionji (voice)
ts35466,157494,ACTOR,Toranosuke Miyamura (voice)
ts35466,35877,ACTOR,Miyabi Itō (voice)
ts35466,663410,ACTOR,Kentarō Tsubaki (voice)
ts35466,132,ACTOR,Ushio Igarashi (voice)
ts35466,143,ACTOR,Shinichi Tamaki (voice)
ts35466,395,ACTOR,Haruma Yamazaki (vocie)
ts35466,452,ACTOR,Leona Miyamura (voice)
ts35466,246,ACTOR,Karen Kimishima (voice)
ts52888,157499,ACTOR,Naoto Azuma (voice)
ts52888,99697,ACTOR,Hikari Kuruma (voice)
ts52888,174628,ACTOR,Kentarou Takaoka (voice)
ts52888,249758,ACTOR,Haruna Takaoka (voice)
ts52888,375,ACTOR,Miss X (voice)
ts52888,97304,ACTOR,Takuma Fujii (voice)
ts52888,185084,DIRECTOR,nan
ts51381,11283,ACTOR,Yuuta Gamon
ts51381,140,ACTOR,Ryouka Narusawa
ts51381,90689,ACTOR,Sarai Hashigami
ts51381,106220,ACTOR,Miyu Aikawa
ts51381,39335,ACTOR,Touko Sumikaze
ts51381,452,ACTOR,Aria Kureinaino
ts51381,453970,ACTOR,Kiryuu Kusakabe
ts51381,121,ACTOR,Ririka Nishizono
ts51381,39330,ACTOR,Shun Moritsuka
ts43465,97895,ACTOR,Julie Sigtuna
ts43465,85352,ACTOR,Thor Kokonoe
ts43465,104788,ACTOR,Tomoe Tachibana
ts43465,11255,ACTOR,Lilith Bristol
ts43465,263218,ACTOR,Sarah
ts43465,57654,ACTOR,Grave Phantom
ts43465,645309,ACTOR,Otoha Kokonoe
ts43465,104789,ACTOR,Momo Kibitsu
ts43465,22310,ACTOR,"Aoi ""Tora"" Torasaki"
ts43465,138,ACTOR,K
ts43465,50947,ACTOR,Equipment Smith
ts43465,4615,ACTOR,Tatsu
ts43465,5173,ACTOR,Sakuya Tsukumo
ts43465,106872,ACTOR,"Rito ""Usa-sensei"" Tsukimi"
ts43465,249965,ACTOR,Miyabi Hotaka
ts35329,98479,ACTOR,Aiolia de Leão
ts35329,135417,ACTOR,Aiolos de Sagitário
ts35329,85924,ACTOR,Mu de Áries
ts35329,61030,ACTOR,Milo de Escorpião
ts35329,21514,ACTOR,Aldebaran de Touro
ts35329,229494,ACTOR,Camus de Aquário
ts35329,175284,ACTOR,Shaka de Virgem
ts35329,14001,ACTOR,Shura de Capricórnio
ts35329,174628,ACTOR,Máscara da Morte de Câncer
ts35329,268441,ACTOR,Afrodite de Peixes
ts35329,123541,ACTOR,Saga de Gêmeos
ts35329,45308,ACTOR,Dohko de Libra
ts51395,265606,DIRECTOR,nan
ts53030,816807,ACTOR,女子生徒
ts53030,105263,ACTOR,"Aigasaki, Kohana"
ts53030,98423,ACTOR,一条寺 神楽
ts53030,96679,ACTOR,近松 珠里
ts53030,1410298,ACTOR,nan
ts53030,39331,ACTOR,nan
ts53030,97304,ACTOR,"Ichijouji, Teika"
ts53030,97175,ACTOR,墨ノ宮 葵
ts53030,97293,ACTOR,帯刀 凛太郎
ts53030,5174,ACTOR,庵條 瑠衣
ts53030,680634,ACTOR,土筆 もね
ts53030,100886,ACTOR,響 奏音
ts53030,382,ACTOR,陶堂千彫
ts53030,39915,ACTOR,一条寺 雅声
ts53030,833683,DIRECTOR,nan
ts53030,1161101,DIRECTOR,nan
ts53008,607449,ACTOR,Yasusada Yamatonokami (voice)
ts53008,157494,ACTOR,Kiyomitsu Kashuu (voice)
ts53528,395,ACTOR,Koro-sensei (Main Character)
ts53528,376,ACTOR,Nagisa Shiota (Main Character)
ts53528,94527,ACTOR,Kaede Kayano
ts53528,104788,ACTOR,Toka Yada
ts53528,101239,ACTOR,Megu Kataoka
ts53528,101799,ACTOR,Sosuke Sugaya
ts53528,443845,ACTOR,Kirara Hazama
ts53528,4575,ACTOR,Hinano Kurahashi
ts53528,3737,ACTOR,Ryunosuke Chiba
ts53528,39339,ACTOR,Yuzuki Fuwa
ts53528,96062,ACTOR,Takuya Muramatsu
ts53528,99811,ACTOR,Rio Nakamura
ts53528,340,ACTOR,Itona Horibe
ts53528,779016,ACTOR,Sumire Hara
ts53528,182726,ACTOR,Hinata Okano
ts53528,315,ACTOR,Karma Akabane
ts53528,407872,ACTOR,Taiga Okajima
ts53528,4278,ACTOR,Yuma Isogai
ts53528,379,ACTOR,Ritsu
ts53528,3596,ACTOR,Yukiko Kanzaki
ts53528,147252,ACTOR,Manami Okuda
ts53528,109235,ACTOR,Rinka Hayami
ts53528,12397,ACTOR,Hiroto Maehara
ts53528,235440,ACTOR,Kouki Mimura
ts53528,39335,ACTOR,Irina Jelavic
ts53528,1189200,ACTOR,Masayoshi Kimura
ts53528,101392,ACTOR,Ryoma Terasaka
ts53528,123,ACTOR,Kotaro Takebayashi
ts53528,249,ACTOR,Tadaomi Karasuma
ts53528,112296,ACTOR,Tomohito Sugino
ts53528,680589,ACTOR,Taisei Yoshida
ts53192,99811,ACTOR,Ripple
ts53192,57865,ACTOR,Hardgore Alice
ts53192,92457,ACTOR,Himekawa Koyuki
ts53192,140,ACTOR,La Pucelle
ts53192,235437,ACTOR,Nemurin
ts53192,4602,ACTOR,Magicaloid 44
ts53192,35162,ACTOR,Fav
ts53192,86149,ACTOR,Calamity Mary
ts53192,655263,ACTOR,Minael
ts53192,340,ACTOR,Mori no Ongakuka Cranberry
ts42251,112298,ACTOR,Emile
ts42251,603019,ACTOR,Hayato
ts42251,97298,ACTOR,Claire
ts42251,249965,ACTOR,Meimei
ts42251,182727,ACTOR,Karen Kisaragi
ts42251,726162,ACTOR,Nakri
ts42251,291811,ACTOR,Sakura Kirishima
ts42251,790379,ACTOR,Liddy Steinberg
ts42251,4607,ACTOR,Souffle Clearrail
ts42251,388,ACTOR,Vitaly Tynyanov
ts42251,104827,ACTOR,Nesat
ts42251,5174,ACTOR,Fritz Granz
ts42251,94526,ACTOR,Judar Harvey
ts42251,5173,ACTOR,Charlotte Dimandias
ts42251,104749,ACTOR,Erica Candle
ts42251,694440,ACTOR,Reitia Saint-Émilion
ts42251,1184164,ACTOR,Krovahn
ts39025,90688,ACTOR,Justice Akatsuka
ts39025,97290,ACTOR,Bluesy Fluesy
ts39025,103559,ACTOR,Tōko Ichinose
ts39025,249,ACTOR,Tom Shredfield
ts39025,4276,ACTOR,Lisa Lovelock
ts39025,21514,ACTOR,Colonel Sanders
ts39025,7440,ACTOR,Souha Tamaki
ts39025,30768,ACTOR,Blood Blackstone
ts39025,60813,ACTOR,Profesor Wiseman
ts39025,60813,ACTOR,Aryabhata
ts39025,273724,ACTOR,Iltutmish
ts39025,273724,ACTOR,Cal Shekar
ts39025,75908,ACTOR,R.R. Lurker
ts39025,208,ACTOR,Kujuri
ts39025,57184,DIRECTOR,nan
ts57185,395,ACTOR,Ichimatsu Matsuno
ts57185,103207,ACTOR,Totoko
ts57185,85543,ACTOR,Karamatsu Matsuno
ts57185,57416,ACTOR,Matsuzô Matsuno
ts57185,133,ACTOR,Todomatsu
ts57185,135,ACTOR,Choromatsu Matsuno
ts57185,169508,ACTOR,Chibita
ts57185,88322,ACTOR,Matsuyo Matsuno
ts57185,132,ACTOR,Juushimatsu Matsuno
ts38789,275,ACTOR,Abeno Haruitsuki (voice)
ts38789,11283,ACTOR,Ashiya Hanae (voice)
ts38789,94702,ACTOR,Fujiwara Zenko (voice)
ts38789,3590,ACTOR,Koura (voice)
ts38789,30778,ACTOR,Rippou
ts38789,401935,ACTOR,Shizuku
ts38789,28164,ACTOR,Yahiko
ts38789,378,ACTOR,Gyousei
ts38789,97171,ACTOR,Shihou
ts38789,845469,DIRECTOR,nan
ts42160,94292,ACTOR,Sorey (voice)
ts42160,4278,ACTOR,Mikleo (voice)
ts42160,208,ACTOR,Alisha Diphda (voice)
ts42160,132748,ACTOR,Jiji (voice)
ts42160,84497,ACTOR,Lunarre (voice)
ts42160,97290,ACTOR,Rose (voice)
ts58057,730805,ACTOR,Yuu Hiraoka
ts58057,279202,ACTOR,Asami Hoshi
ts58057,305162,ACTOR,Eri Higuchi
ts58057,730803,ACTOR,Shizuno Saotome
ts58057,102943,ACTOR,Sakura Izumi
ts58057,254383,ACTOR,Akiko Tachibana
ts53435,652177,DIRECTOR,nan
ts38760,97298,ACTOR,Luluco (voice)
ts38760,291729,ACTOR,ΑΩ Nova (voice)
ts38760,291731,ACTOR,Midori (voice)
ts38760,88341,ACTOR,Over Justice Honbuchou (voice)
ts38760,21511,ACTOR,Keiji (voice)
ts38760,1058182,ACTOR,Inferno Cop (voice)
ts38760,834696,ACTOR,Secchan (voice)
ts38760,7440,ACTOR,Blackholeian (voice)
ts38760,99617,ACTOR,Lalaco Godspeed (voice)
ts38760,123493,ACTOR,Machspeed (voice)
ts78530,254366,DIRECTOR,nan
ts78530,90865,DIRECTOR,nan
ts78866,452,ACTOR,Murasaki Wakako
ts38791,315,ACTOR,Ikuta Sorouka (Main Character)
ts38791,137,ACTOR,Yatorishino Igsem (Main Character)
ts38791,207,ACTOR,Chamille Kitra Katjvanmaninik (Main Character)
ts38791,97308,ACTOR,Haroma Bekkel (Main Character)
ts38791,3737,ACTOR,Matthew Tetridch (Main Character)
ts38791,1178870,ACTOR,Torway Remeon (Main Character)
ts38791,1178964,ACTOR,Suuya Mittokalif
ts38791,102943,ACTOR,Kus
ts38791,4575,ACTOR,Miara Gin
ts38791,395,ACTOR,Jean Alkiniks
ts38791,157626,ACTOR,Mishuri
ts38791,204,ACTOR,Nanaku Daru
ts38791,100888,ACTOR,Senpa Sazaluf
ts38791,793665,ACTOR,Tamtooktsk Safida
ts38791,28180,ACTOR,Akugalpa Sa Domeisha
ts38786,206,ACTOR,Mizuki Usami
ts38786,11256,ACTOR,Subaru Uchimaki
ts38786,730206,ACTOR,Buchou
ts38786,97893,ACTOR,Collette
ts38786,92457,ACTOR,Imari Maria
ts38786,389,ACTOR,Tachibana Yumeko
ts38786,100897,ACTOR,Kaori Ayase
ts38786,990006,ACTOR,Sayaka Honda
ts38786,160977,ACTOR,Ryouko Kunigawa
ts42263,35876,ACTOR,Susumu Inohara (voice)
ts42263,40658,ACTOR,Tsukushi Tsukamoto (voice)
ts42263,11377,ACTOR,Hisahito Mizuki (voice)
ts42263,90689,ACTOR,Tetsuya Nitobe (voice)
ts42263,140,ACTOR,Sayuri Tachibana
