id,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts272271,tt15441424,6.2,442.0,56.347,6.8
ts268843,nan,nan,nan,31.734,7.8
ts270159,nan,nan,nan,15.651,8.1
ts223396,nan,nan,nan,11.647,7.5
ts314532,tt15744206,8.0,81.0,171.613,5.0
ts261530,tt13412606,7.4,204.0,6.122999999999999,6.8
ts271639,nan,nan,nan,9.242,6.2
ts251542,nan,nan,nan,39.361,8.4
ts311655,tt19037400,nan,nan,15.934000000000001,nan
ts285174,tt14271876,5.6,166.0,24.541999999999998,7.4
ts268280,nan,nan,nan,39.727,8.3
ts272152,nan,nan,nan,50.916000000000004,7.0
ts227438,tt13758670,6.7,800.0,45.238,8.3
ts250829,nan,nan,nan,11.747,7.8
ts269386,nan,nan,nan,34.124,7.8
ts304619,tt15379240,6.3,199.0,6.796,7.9
ts255909,tt13362302,7.3,672.0,10.804,8.4
ts237360,nan,nan,nan,25.699,7.5
ts317269,nan,nan,nan,171.85299999999998,4.3
ts286322,tt15077804,7.1,35.0,2.905,nan
ts286517,nan,nan,nan,31.401999999999997,5.8
ts251111,nan,nan,nan,22.451999999999998,7.9
ts270987,nan,nan,nan,5.915,4.0
ts306013,tt14408130,6.9,311.0,56.946999999999996,8.0
ts254326,nan,nan,nan,20.374000000000002,5.0
ts269508,tt15018116,6.5,375.0,102.18,6.7
ts225135,tt13103028,7.0,864.0,18.389,7.5
ts223360,nan,nan,nan,24.486,7.2
ts224456,tt13618148,7.1,672.0,21.336,6.6
ts237827,nan,nan,nan,18.363,7.4
ts271399,nan,nan,nan,1.4,8.0
ts289312,nan,nan,nan,64.247,5.8
ts249927,nan,nan,nan,11.934000000000001,6.6
ts225667,tt18272438,6.0,9.0,1.929,3.0
ts225668,tt13635348,1.4,1658.0,4.753,2.0
ts304489,nan,nan,nan,72.149,1.5
ts251767,nan,nan,nan,8.295,6.9
ts287030,tt14470072,6.8,307.0,38.639,7.3
ts268936,tt13795144,6.5,63.0,6.659,5.5
ts255308,nan,nan,nan,28.122,7.9
ts280992,tt13971512,7.1,496.0,nan,nan
ts277823,tt13721276,7.6,30.0,nan,nan
ts256192,nan,nan,nan,10.995999999999999,5.0
ts316284,tt15680762,6.8,12.0,1.06,nan
ts341696,nan,nan,nan,1.4,10.0
ts285028,tt14264200,5.3,45.0,21.185,7.8
ts266630,tt13409418,6.9,99.0,25.351,8.2
ts218796,tt12384506,1.7,750.0,16.55,5.8
ts314720,tt16156710,6.2,13.0,26.844,nan
ts251662,nan,nan,nan,11.435,7.8
ts260304,tt13067534,5.9,297.0,nan,nan
ts267763,nan,nan,nan,24.971,7.4
ts249499,tt13266422,5.3,137.0,19.142,8.0
ts272294,tt14022814,6.1,262.0,17.098,7.1
ts249905,nan,nan,nan,30.319000000000003,7.5
ts254785,nan,nan,nan,8.984,4.7
ts253411,tt13041916,6.0,46.0,6.888999999999999,6.0
ts274718,tt13450886,5.0,10.0,5.492000000000001,nan
ts225165,nan,nan,nan,17.735,7.3
ts272460,tt13984000,5.9,128.0,16.235,8.3
ts253384,nan,nan,nan,12.37,5.7
ts236092,tt13884016,7.4,33.0,7.957999999999999,8.0
ts223694,tt13409440,5.9,186.0,24.954,8.2
ts252949,nan,nan,nan,12.235,3.6
ts267874,tt13415416,6.5,24.0,6.699,7.0
ts268254,tt13985984,5.6,11.0,3.696,5.0
ts285889,tt14827932,4.0,19.0,1.8780000000000001,3.0
ts255190,tt13592988,4.7,15.0,8.032,2.0
